 drifting apart getting harder to hold you days getting dark and the nights are growing cold are we burning out swept out of sight rolling out on an ocean lets cut all the ropes and get lost in the moment if our hearts are alive maybe then they might send us back to the sun   now i know i know were losing light our love is dying out cold on the floor like a fallen star that shines no more take take me back to where it was before when we were on fire fire   heading down heading underground feeling wasted cold to the bone so alone i can taste it lets light it up streets are alive now and everythings bracing youre on my mind running in my veins fueling the flame lets start it again start it again   now i know i know were losing light our love is dying out cold on the floor like a fallen star that shines no more take take me back to where it was before when we were on fire fire we were on fire fire oh   oh woahoh oh woahoh oh now dont tell me no that were burning down oh woahoh oh woahoh oh and dont tell me no that were burning now   cause i know i know that were losing light and our love is dying take take me home back to where it was before when we were on fire fire   now i know i know were losing light our love is dying out cold on the floor like a fallen star that shines no more take take me back to where it was before when we were on fire fire when we were on fire fire,when we were on fire
 give me your hand the dog in the garden row is covered in mud and dragging your mothers clothes cinder and smoke the snake in the basement found the juniper shade the farmhouse is burning down   give me your hand and take what you will tonight ill give it as fast and high as the flame will rise cinder and smoke some whispers around the trees the juniper bends as if you were listening   give me your hand your mother is drunk as all the firemen shake a photo from fathers arms cinder and smoke you asked me to pray for rain with ash in your mouth youll ask it to burn again,cinder and smoke
 i still find your hair in my bed in my clothes in my mouth in my nose oh who knows if youll still be there when its all said and done or if ill just find less from now on   every time i wonder how id carry on without you   im runnin out of real estate tryna make all the right moves i dont wanna hesitate i would bet the house on you   you you   i still have no windows in my room or my halls i was hoping i could look through yours sitting in a chair next to your front door as i watch you do your makeup on the floor   every time i wonder how id carry on without you   im runnin out of real estate tryna make all the right moves i dont wanna hesitate i would bet the house on you   you you you   im runnin out of real estate tryna make all the right moves i dont wanna hesitate i would bet the house on you   im runnin out of real estate tryna make all the right moves i dont wanna hesitate i would bet the house on you   you you you you,real estate
 one two one two three   born and raised locks of brown streaks of gray i was brought up in brighter days its good to say now im born and raised   born and raised in half the time ill be twice my age better learn how to turn the page because time is strange when youre born and raised   born and raised locks of brown streaks of gray i was brought up in brighter days its good to say now im born and raised,born and raised reprise
 one two three   unhappy days that left us on the floor and you squeeze me till youre not feeling sure everything will brighten up if we go to brighton ill take you along the pier everything will lighten up and if you feel too frightened ill make things disappear dear   darling dont be nervous ill understand if you let me go i did this on purpose now cause when im missing you   ill stop eating food and ill squeeze into a dress so i can be like you and then ill see your bitterness and why youre leaving too maybe ill put you to a test and say that i love you i think that i love you   sunny days that left my skin dark red and you breathe me till these thoughts leave my head if it gets too complicated ill give up and be frustrated; can you see whats wrong if you feel like youve been jaded and this loves too overrated; see whats going on   and darling dont be nervous ill understand if you let me go i did this on purpose now cause when im missing you   ill stop eating food and ill squeeze into a dress so i can be like you and then ill see your bitterness and why youre leaving too maybe ill put you to a test and say that i love you i think that i love you   take me back to live at home take me back to albert road   cause when im missing you ill stop eating food and ill squeeze into your dress so i can feel like you and then ill see your bitterness and why you left too i thought id put you to a test and say that i love you i think that i love you and ill stop eating food and ill squeeze into your dress so i can feel like you and then ill see your bitterness and why you left me too i thought id put you to a test and say that i love you now it seems you loved me too,be like you
 youre just a small bump unborn in four months youre brought to life you might be left with my hair but youll have your mothers eyes ill hold your body in my hands be as gentle as i can but for now youre a scan of my unmade plans a small bump in four months youre brought to life   ill whisper quietly ill give you nothing but truth if youre not inside me ill put my future in you   you are my one and only and you can wrap your fingers round my thumb and hold me tight oh you are my one and only you can wrap your fingers round my thumb and hold me tight and youll be all right   youre just a small bump unknown youll grow into your skin with a smile like hers and a dimple beneath your chin finger nails the size of a half grain of rice and eyelids closed to be soon opened wide a small bump in four months youll open your eyes   and ill hold you tightly ill tell you nothing but truth if youre not inside me ill put my future in you   you are my one and only and you can wrap your fingers round my thumb and hold me tight oh you are my one and only you can wrap your fingers round my thumb and hold me tight and youll be all right   you can lie with me with your tiny feet when youre half asleep ill leave you be right in front of me for a couple weeks so i can keep you safe   cause you are my one and only you can wrap your fingers round my thumb and hold me tight you are my one and only you can wrap your fingers round my thumb and hold me tight and youll be all right   you were just a small bump unborn just four months then torn from life maybe you were needed up there but were still unaware as why,small bump
 julian – hes gonna take my files every woman that ive slept with every friendship ive neglected didnt call when grandma died i spend my money getting drunk and high ive done things unprotected and proceeded to drive home wasted bought things to win over siblings ive said awful things such awful things   and now now its out and now now its out   julian – hes gonna take my files telling people jokes to shut them up resenting people that i love sleep in til two then doing shit just stay in bed and later lie about it obsessing over graying hair knowing just what people wanna hear binging on unearned attention ive said awful things such awful things   and now now its out and now now its out   i came by at seven in the morning seven in the morning seven in the morning i came by at seven in the morning i said baby im finally succumbing said something dumb like im tired of running tired of running tired of running lets put a baby in the oven wouldnt i make the ideal husband,the ideal husband
 i am driving up 85 in the kind of morning that lasts all afternoon just stuck inside the gloom 4 more exits to my apartment but i am tempted to keep the car in drive and leave it all behind   because i wonder sometimes about the outcome of a still verdictless life   am i living it right am i living it right am i living it right why georgia why   i rent a room and i fill the spaces with wood in places to make it feel like home but all i feels alone it might be a quarter life crisis or just the stirring in my soul   either wayi wonder sometimes about the outcome of a still verdictless life   am i living it right am i living it right am i living it right why georgia why   so what so ive got a smile on but its hiding the quiet superstitions in my head dont believe me dont believe me when i say ive got it down   everybody is just a stranger but thats the danger in going my own way i guess its the price i have to pay   still everything happens for a reason is no reason not to ask myself   am i living it right am i living it right am i living it right why tell me why why why georgia why,why georgia
how would you know when everything around yous changing like the weather a big black storm and who would you turn to hide a ghost a shadow at the most would you let me know  cause i dont want to trouble your mind with the childish design of how it all should go but i love you so when it all comes clear when the wind is settled ill be here you know  cause you said ours were the lighthouse towers the sun upon that place darling ill grow weary happy still with just the memory of your face  gracious goes the ghost of you and i will never forget the plans and the silhouettes you drew here no and gracious goes the ghost of you my dear  how would you know when everything around yous bruised and battered like the cold night storm and who would you turn to well had i a ghost a shadow at the most would you tell me so  cause i i adore you so when it all comes clear the wind is settled ill be here you know  cause you said ours were the lighthouse towers the sun upon that place darling ill grow weary happy still with just the memory of your face  gracious goes the ghost of you and i will never forget the plans and the silhouettes you drew here and gracious goes the ghost of you my dear  gracious goes the ghost of you and i will never forget the plans and the silhouettes you drew here and gracious goes the ghost of you my dear,gracious
last night i stood at your doorstep trying to figure out what went wrong you slipped something into my palm and you were gone  i could smell the deep green of summer bove me the same night sky was glowin in the distance i could see the town where i was born  its gonna be a long walk home hey pretty darling dont wait up for me gonna be a long walk home a long walk home  in town i pass sals grocery barbershop on old south street i looked in their faces theyre all rank strangers to me well veterans hall high upon the hill stood silent and alone the diner was shuttered and boarded with a sign that just said gone  its gonna be a long walk home hey pretty darling dont wait up for me gonna be a long walk home hey pretty darling dont wait up for me gonna be a long walk home its gonna be a long walk home   everybody has a neighbor yeah everybody has a friend yeah everybody has a reason to begin again  my father said son were lucky in this town its a beautiful place to be born it just wraps its arms around you nobody crowds you and nobody goes it alone  your flag flyin over the courthouse means certain things are set in stone who we are what well do and what we wont  its gonna be a long walk home hey pretty darling dont wait up for me gonna be a long walk home hey pretty darling dont wait up for me gonna be a long walk home its gonna be a long walk home its gonna be a long walk home hey pretty darling dont wait up for me gonna be a long walk home hey pretty darling dont wait up for me gonna be a long walk home gonna be a long walk home its gonna be a long walk home,long walk home 
 try not to think so much about the truly staggering amount of oil that it takes to make a record all the shipping the vinyl the cellophane lining the high gloss the tape and the gear   try not to become too consumed with whats a criminal volume of oil that it takes to paint a portrait the acrylic the varnish aluminum tubes filled with latex the solvents and dye   lets just call this what it is the gentler side of mankinds death wish when its my time to go gonna leave behind things that wont decompose   try not to dwell so much upon how it wont be so very long from now that they laugh at us for selling a bunch of 15yearolds made from dinosaur bones singing oh yeah again and again right up to the end   lets just call this what it is the gentler side of mankinds death wish when its my time to go gonna leave behind things that wont decompose   ill just call this what it is my vanity gone wild with my crisis one day this all will repeat i sure hope they make something useful out of me,now im learning to love the war
of all the money that eer i had i spent it in good company and of all the harm that eer i done alas it was to none but me for all ive done for want of wit to memory now i cant recall so fill to me the parting glass good night and joy be with you all  of all the comrades that eer i had theyre sorry for my going away and of all the sweethearts that eer i had theyd wish me one more day to stay but as it falls unto my lot that i must go and you must not i gently rise and ill softly call good night and joy be with you all,the parting glass 
 deep inside the heart of this troubled man theres itty bitty boy tuggin hard at your hand born bitter as a lemon but you must understand that youve been bringin me joy  and i only lie when you dont want the truth im only frightened cause you finally gave me somethin to lose and its as loud as a thunderclap and you hear it too but youve been bringin me joy   la la la ooh lala lala la la lala la nah nah   deep inside the heart of this crazy mess im only calm when i get lost within your wilderness born crooked as a creek bed ive come to confess that youve been bringin me joy  well im in love im livin for you when all the bluebirds dyin but theyre singin the blues its a heartfelt silly sort of bumblin tune but how youre bringin me joy   la la la ooh lala lala la la lala la nah nah ooh,joy
 im staying in tonight i wont stop you from leaving i know that im not what you wanted am i wanted someone who i used to be like now you think im not trying i dont argue its not worth the effort to lie you dont want to bring it up and i already know how it looks you dont have to remind me so much how i disappoint you suggest that i talk to somebody again that knows how to help me get better and til then i should just try not to miss any more appointments   i think if i ruin this that i know i can live with it nothing turns out like i pictured it maybe the emptiness is just a lesson in canvases i think if i fail again that i know youre still listening maybe its all gonna turn out all right and i know that its not but i have to believe that it is   i have to believe that it is i have to believe that it is i have to believe it i have to believe it i have to believe that it is probably not but i have to believe that it is   and when i tell you that it is oh its more for my benefit maybe its all gonna turn out all right oh i know that its not but i have to believe that it is,appointments
 ive never been too bold keeping in the quiet and shade i could run away with all my time wouldnt it feel the same   oh this is lonely territory ive got miles and miles ahead how i wish that i was lionhearted and if you talk to me and i dont reply i am way over here on the other side   im gonna find my head even if it takes all night even though i try my hardest how i try with all my might   oh ill be waiting on this hillside i see miles and miles ahead how i wish that i was lionhearted and if you talk to me and i dont reply i am way over here on the other side   what would life be like with a lion heart inside instead of mine give me another what would life be like with a lion heart inside instead of mine give me another what would life be like what would life be like  with a lion heart inside with a lion heart inside instead of mine instead of mine give me another,lionhearted
 a boy with a coin he found in the weeds with bullets and pages of trade magazines close to a car that flipped on the turn when god left the ground to circle the world   a girl with a bird she found in the snow then flew up her gown and thats how she knows that god made her eyes for crying at birth then left the ground to circle the earth   a boy with a coin he crammed in his jeans then making a wish he tossed in the sea walked to a town that all of us burn when god left the ground to circle the world,boy with a coin
i dont need nobody no i i dont need nobody oh i dont need nobody to be alone to be alone  and in the darkness a shallow poison and it has grown i bite my tongue theres a fever i will not let it go  i dont need nobody no i i dont need nobody oh i dont need nobody to be alone to be alone  and in the darkness a shallow poison and it has grown i bite my tongue theres a fever i will not let it show  and in the darkness a shallow poison and it has grown i bite my tongue theres a fever i will not let it show  i dont need nobody no i i dont need nobody oh i dont need nobody to be alone to be alone,to be alone
 theres a hole in the drywall still not fixed i just havent gotten around to it and besides im starting to get used to the gaps  say you wish you could find some way to help not to be so hard on myself so why is it easy for everyone else im not always like this theres always tomorrow i guess   and id never do it but its not a joke i cant tell the difference when im all alone is it real or a dream which is worse can you help me i just wanted to go to sleep   when i turn out the lights when i turn out the lights theres no one left between myself and me   but when i turn out the lights when i turn out the lights when i turn out the lights oh theres no one left between myself and me,turn out the lights
run like a race for family when you hear like youre alone the rusty gears of morning and faceless busy phones we gladly run in circles but the shape we meant to make is gone  and love is a tired symphony you hum when youre awake and love is a crying baby mama warned you not to shake and loves the best sensation hiding in the lions mane  so ill clear the road the gravel and the thorn bush in your path that burns a scented oil that ill drip into your bath the waters there to warm you and the earth is warmer when you laugh  and love is the scene i render when you catch me wide awake and love is a dream you enter though i shake and shake and shake you and loves the best endeavor waiting in the lions mane,lions mane
 im not a rapper im a singer with a flow ive got a habit for spitting quicker lyrics you know youll find me ripping the writtens out of the pages they sit in i never want to get bitten cause plagiarism is hidden watch how i sit on the rhythm prisoner with the vision signed to a label but didnt listen to any criticism thought you knew but you didnt so perk your ears up and listen studio is a system and you could say that im driven and now its onto the next saga we drink the best lager ill never try to win you over like your stepfather ill do my own thing now and get respect after and im avoiding the caine like it was get carter for four years i never had a place to stay but its safe to say that it kept me grounded like a paperweight at 16 years old yeah i moved out of my home i was macy gray i tried to say goodbye and i choked and went from sleeping at a subway station to sleeping with a movie star and adding to the population not my imagination i dont wanna relax would it hurt your reputation if i put it on wax ill take it back now   mmm come on and take it back love come on and take it back for us dont you fade into the back love no   i take it back with the rhythm and blues with my rap pack ill be singing the news tryna act like jack black when i bring it to school ill make a beat with my feet by just hitting a loop bringing the lyrics to prove that i can fit in these shoes ill give you the truth through the vocal booth and stars burst out on the scene like an opal fruit they try to take aim like beckham when he goes to shoot but then again thats what theyre supposed to do and im supposed to be calm i tattooed the lyrics onto my arm whispering everything that happens is from now on ill be ready to start again by the end of the song and still theyre claiming that i handle it wrong but then ive never had an enemy except the nme but ill be selling twice as many copies as their magazinesll ever be with only spectacles ahead of me and festival fees are healthier than a dalmatian on pedigree singing for the masses rubber dinghy rapids i keep this rapping a habit and keep on fashioning magic im battling for respect and i dont know if ill have it this songs from the heart covered the planet ill take it back now   mmm come on and take it back love come on and take it back for us dont you fade into the back love no ill take it back now   now i dont ever wanna be perfect cause im a singer that you never wanna see shirtless and i accept the fact that someones gotta win worstdressed taking my first steps into the scene giving me focus putting on a brave face like timothy dalton considering a name change thinking it was hopeless rhyming over recordings avoiding tradition cause every day some lyrics and a melody could be written now absence can make your heart ache but drinking absinthe can change your mind state vividly need to let my liver be and ill say it again living life on the edge with a closed handful of friends its good advice from the man who took his life on the road with me and i hope to see him blowing up globally cause thats how its supposed to be im screaming out vocally it might seem totally impossible achieving lifes dreams but but i just write schemes im never having a stylist giving me tight jeans madison square garden is where i might be but more likely youll find me in the back room of a dive bar with my mates having a pint with mcdaid discussing records we made and every single second knowing that well never betray the way we were raised remembering our background sat down thats how we plan it out its time to take it back now   mmm come on and take it back love come on and take it back for us dont you fade into the back love no mmm come on and take it back love come on and take it back for us dont you fade into the back love no   my dreams keep me awake at night written in rhyme till i deliver the hype am i just living a lie with this you must know that the numbers just sold will keep me going through the tough times dream with me we forget 90 percent of it when we wake but the other 10 percent it never fades dreaming dreams of daytoday goals stay awake loads tried to make the cut like the paper with a razor blade oh never give up just remember just to hold out more a couple years ago i couldnt just control that thought youd find me busking on the street when it was cold outdoors now im sweating on the stage of a soldout tour writing love songs for the sake of it never to make a hit you cant fake talent and work ethic just to make it quick im not a rapper im a singer i just take the piss and most of these other guys are kids that pose his little sister has to babysit thats just the way it is dreams are your own just set your goals and have the upmost faith in it tread your own path youll never make it as a follower youll never know where you will go or you will be tomorrow igh,take it back
 i was born inside a small town i lost that state of mind learned to sing inside the lords house but stopped the age of nine i forget when i get awards now the wave i had to ride the paving stones i played upon that kept me on the grind so blame it on the pain that blessed me with the life friends and family filled with envy when they should be filled with pride and when the worlds against me is when i really come alive and every day that satan tempts me i try to take it in my stride you know that ive got whisky with white lies and smoke in my lungs i think life has got to the point i know without its no fun i need to get in the right mind and clear myself up instead i look in the mirror questioning what ive become guess its a stereotypical day for someone like me without a ninetofive job or a uni degree to be caught up in the trappings of the industry show me the locked doors ill find another use for the key and youll see   im well aware of certain things that can destroy a man like me but with that said give me one more   another one to take the sting away i am happy on my own so here ill stay save your lovin arms for a rainy day and ill find comfort in my pain eraser   i used to think that nothing could be better than touring the world with my songs i chased the pictured perfect life i think they painted it wrong i think that money is the root of all evil and fame is hell relationships and hearts you fixed they break as well and aint nobody wanna see you down in the dumps because youre living your dream man this shit should be fun please know that im not trying to preach like im reverend run i beg you dont be disappointed with the man ive become conversations with my father on the a14 age 12 telling me ive gotta chase those dreams now im playing for the people dad and they know me with my beaten small guitar wearing the same old jeans wembley stadium crowds 240 thou i may have grown up but i hope that damians proud and to the next generation inspirations allowed the world may be filled with hate but keep erasing it now somehow   im well aware of certain things that will befall a man like me but with that said give me one more   another one to take the sting away oh i am happy on my own so here ill stay save your lovin arms for a rainy day and ill find comfort in my pain eraser and ill find comfort in my pain eraser and ill find comfort in my pain eraser   welcome to the new show i guess you know ive been away but where im heading who knows but my heart will stay the same welcome to the new show i guess you know ive been away but where im heading who knows my pain eraser   and ill find comfort in my pain eraser and ill find comfort in my pain eraser and ill find comfort in my pain eraser and ill find comfort in my pain eraser,eraser
 i tried to think as the light bounces around from time to time you had a dream that you share with us frequently   thinking you were someone else when you were only yourself is it enough   you gave up on the dream separating you from everything will you try and bend the lie saying that things are just fine   saying you were somewhere else when you were by yourself tucked in at home,tucked in at home
 i was living on the hill by the water tower and hiking trails and when the big one hit id have a seat to watch masters abandon their dogs and dogs run free oh baby its time to leave take the van and the hearse down to new orleans leave under the gaze of the billboard queens fivefoot chicks with parted lips selling sweatshop jeans   these la phonies and their bullshit bands that sound like dollar signs and amy grant so reads the pull quote from my last cover piece entitled the oldest man in folk rock speaks” you can hear it all over the airwaves the manufactured gasp of the final days someone should tell them ‘bout the time that they dont have to praise the glorious future and the hopeless past   a few things the songwriter needs arrows of love a mask of tragedy but if you want ecstasy or birth control just run the tap until the waters cold anything else you can get online a creation myth or a 45 youre going to need one or the other to survive where only the armed or the funny make it out alive   mara taunts me neath the tree shes like oh great thats just what we all need another white guy in 2017 who takes himself so goddamn seriously shes not far off the strange thing is thats pretty much what i thought when i started this it took me my whole life to learn to play the g but the role of oedipus was a total breeze   still i dreamt of garnering all rave reviews just believably a little north of gods own truth hes a national treasure now and heres the proof in the form of his major label debut a little less human with each release closing the gap between the mask and me i swear ill never do this but is it okay dont want to be that guy but its my birthday if everything ends with the photo then im on my way   ohhoh ohhoh ohhoh ohhoh   i watched my old gods all collapse were way more violent than my cartoon past its like my father said before he croaked: son youre killing me and thats all folks so why is it im so distraught that what im selling is getting bought at some point you just cant control what people use your fake name for   so i never learned to play the lead guitar i always more preferred the speaking parts besides theres always someone willing to fill up the spaces that i couldnt use nonetheless ive been practicing my whole life washing dishes playing drums and getting by until i figured if im here then i just might conceal my lack of skill here in the spotlight maya the mother of illusions a beard and i   2000 years or so since ovid taught nightblooming teenage rosebuds dirty talk and im merely a minor fascination to manic virginal lust and college dudes im beginning to begin to see the end of how it all goes down between me and them some 10verse chorusless diatribe plays as they all jump ship i used to like this guy this new shit really kinda makes me wanna die   ohhoh ohhoh ohhoh ohhoh   my first memory of musics from the time at jcpenneys with my mom the watermelon candy i was choking on barbara screaming someone help my son i relive it most times the radios on that tell me lies sweet little white lies song thats when i first saw the comedy wont stop for even little boys dying in department stores   so we leave town in total silence new years day its 6 oclock am ive never seen sunset this abandoned reminds me predictably of the worlds end itll be good to get more space god knows what all these suckers paid i can stop drinking and you can write your script but what we both think now is,leaving la
